amount,id2,id,hanke_name,teema,Lookup_Teema,Lookup_Maakunta,Toteuttaja,Lookup_Aluehallintovirasto,Kunta,link,Lookup_Vuosi,Kohderyhma,Kohderyhma2,Lookup_Hanketyyppi,Lookup_Kieli,lkm,Lookup_Vaikutusalue,AVI-aluealkup
1000,18,22,Ajanmukaisten tietokoneiden hankkiminen asiakaskäyttöön,Laitehankinnat,Laitehankinnat,Varsinais-Suomi,Tarvasjoen kirjasto,Lounais-Suomi,Tarvasjoki,hankkeet.kirjastot.fi/node/606,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Varsinais-Suomen
4600,588,862,Nopeasti ja langattomasti nettiin,Laitehankinnat,Laitehankinnat,Lappi,Tervolan kunnankirjasto,Lappi,Tervola,hankkeet.kirjastot.fi/node/317,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Lapin
3000,85,117,Digitointilaitteisto kirjastoon,Laitehankinnat,Laitehankinnat,Etelä-Pohjanmaa,Teuvan kunnankirjasto,Länsi- ja Sisä-Suomi,Teuva,hankkeet.kirjastot.fi/node/1242,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjanmaan
2500,818,1197,Uskallatko lukea?,Lukemisen edistäminen,Lukemisen edistäminen,Etelä-Pohjanmaa,Teuvan kunnankirjasto,Länsi- ja Sisä-Suomi,Teuva,hankkeet.kirjastot.fi/node/2031,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Länsi- ja Sisä-Suomen
4500,848,1244,Vauhtia verkkoasiointiin,Laitehankinnat,Laitehankinnat,Pohjois-Karjala,Tohmajärven kunnankirjasto,Itä-Suomi,Tohmajärvi,hankkeet.kirjastot.fi/node/964,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Savon
1800,836,1228,Uusia laitteita Sykäräisen sivukirjastoon,Laitehankinnat,Laitehankinnat,Keski-Pohjanmaa,Toholammin kunnankirjasto,Länsi- ja Sisä-Suomi,Toholampi,hankkeet.kirjastot.fi/node/2303,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Länsi- ja Sisä-Suomen
0,335,483,Kirjastopalvelujen ulottaminen toisen asteen oppilaitoksiin,Kokoelmat,Kokoelmat,Varsinais-Suomi,Turun kaupunginkirjasto,Lounais-Suomi,Turku,hankkeet.kirjastot.fi/node/1286,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Varsinais-Suomen
3000,233,333,Kerran kuussa kirjastoon,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Pirkanmaa,Urjalan kirjasto,Länsi- ja Sisä-Suomi,Urjala,hankkeet.kirjastot.fi/node/491,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjanmaa
2000,633,922,Panostusta palveluun,Laitehankinnat,Laitehankinnat,Pirkanmaa,Urjalan kirjasto,Länsi- ja Sisä-Suomi,Urjala,hankkeet.kirjastot.fi/node/1196,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,maakunta	,Pohjanmaan
6000,156,222,Hyvinvointia kirjastosta,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Keski-Suomi,"Uuraisten kunnankirjasto, (Petäjäveden kunnankirjasto)",Länsi- ja Sisä-Suomi,Uurainen,hankkeet.kirjastot.fi/node/2069,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Länsi- ja Sisä-Suomen
3000,663,972,Quo Vadimus?,Tilasuunnittelu,Tilasuunnittelu,Varsinais-Suomi,Uudenkaupungin kaupunginkirjasto,Lounais-Suomi,Uusikaupunki,hankkeet.kirjastot.fi/node/1916,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Lounais-Suomen
4000,29,36,Arkistotonttujen digipalvelut,Laitehankinnat,Laitehankinnat,Varsinais-Suomi,Uudenkaupungin kaupunginkirjasto,Lounais-Suomi,Uusikaupunki,hankkeet.kirjastot.fi/node/935,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Varsinais-Suomen
4000,251,357,Kirjailijavierailla nostetta kirjaston lukupiireihin,Lukemisen edistäminen,Lukemisen edistäminen,Pohjanmaa,Vaasan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Vaasa,hankkeet.kirjastot.fi/node/1405,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjanmaan
35000,180,252,Itsepalvelukirjasto keskelle kaupunkia,Palvelujen kehittäminen,Palvelujen kehittäminen,Pohjanmaa,Vaasan kaupunginkirjasto-maakuntakirjasto,Länsi- ja Sisä-Suomi,Vaasa,hankkeet.kirjastot.fi/node/2422,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Länsi- ja Sisä-Suomen
20000,686,1004,Saavutettavampaan palveluun,Tilasuunnittelu,Tilasuunnittelu,Pohjanmaa,Vaasan kaupunginkirjasto-maakuntakirjasto,Länsi- ja Sisä-Suomi,Vaasa,hankkeet.kirjastot.fi/node/2427,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Länsi- ja Sisä-Suomen
3000,67,92,Dekkarimaanantain ja Kaunokeskiviikon kirjailijavieraat,Lukemisen edistäminen,Lukemisen edistäminen,Pohjanmaa,Vaasan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Vaasa,hankkeet.kirjastot.fi/node/829,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjanmaan
85000,23,28,Alueellinen verkkopalvelukonsepti,Verkkopalvelut,Verkkopalvelut,Pohjanmaa,Vaasan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Vaasa,hankkeet.kirjastot.fi/node/29,2011,Kirjaston asiakkaat,Kirjaston asiakkaat,OKM,suomenkielinen,1,maakunta	,Okm
5000,421,616,Langensteinin jalanjäljissä - lukuiloa kirjastosta,Lukemisen edistäminen,Lukemisen edistäminen,Pohjanmaa,Vaasan kaupunginkirjasto-maakuntakirjasto,Länsi- ja Sisä-Suomi,Vaasa,hankkeet.kirjastot.fi/node/2357,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,seutukunnat	,Länsi- ja Sisä-Suomen
2000,103,144,Elämyksiä kirjastonkäyttäjille,Lukemisen edistäminen,Lukemisen edistäminen,Pohjois-Karjala,Valtimon kunnankirjasto,Itä-Suomi,Valtimo,hankkeet.kirjastot.fi/node/1154,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjois-Savon
3000,535,788,Mikä kirjasto? ,Mediakasvatus,Mediakasvatus,Pohjois-Karjala,Valtimon kunnankirjasto,Itä-Suomi,Valtimo,hankkeet.kirjastot.fi/node/2318,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Itä-Suomen
2200,546,803,Mistä noita kirjoja oikein tippuu?,Lukemisen edistäminen,Lukemisen edistäminen,Pohjois-Karjala,Valtimon kunnankirjasto,Itä-Suomi,Valtimo,hankkeet.kirjastot.fi/node/617,2011,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjois-Savon
65000,460,672,Lukeminen N.Y.T.!,Mediakasvatus,Mediakasvatus,Uusimaa,Vantaan kirjasto- ja tietopalvelut,Etelä-Suomi,Vantaa,hankkeet.kirjastot.fi/node/1165,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Uudenmaan
25000,296,426,Kirjasto uusiksi kierrättämällä,Tilasuunnittelu,Tilasuunnittelu,Uusimaa,Vantaan kirjasto- ja tietopalvelut,Etelä-Suomi,Vantaa,hankkeet.kirjastot.fi/node/470,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
10000,572,842,Musiikkia kirjastossa,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Vantaan kirjasto- ja tietopalvelut,Etelä-Suomi,Vantaa,hankkeet.kirjastot.fi/node/619,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
0,524,772,"Medialukutaidon pelipakki, jatkohanke",Mediakasvatus,Mediakasvatus,Uusimaa,Vantaan kirjasto- ja tietopalvelut,Etelä-Suomi,Vantaa,hankkeet.kirjastot.fi/node/768,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
5500,403,592,Kuvallisuutta kirjastoon - tilan ja tiedon visualisointi,Mediakasvatus,Mediakasvatus,Pohjois-Savo,Varkauden kaupunginkirjasto,Itä-Suomi,Varkaus,hankkeet.kirjastot.fi/node/1174,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Savon
9000,551,810,"Mobiililla tulevaisuuteen : sähköiset aineistot, laitteet ja asiointi verkossa tutummaksi",Verkkopalvelut,Verkkopalvelut,Pohjois-Savo,Varkauden kaupunginkirjasto,Itä-Suomi,Varkaus,hankkeet.kirjastot.fi/node/1841,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Itä-Suomen
9000,856,1253,Verkkopuikkari jatkuu : sähköisen asioinnin tukeminen ,Henkilöstön osaaminen,Henkilöstön osaaminen,Pohjois-Savo,Varkauden kaupunginkirjasto,Itä-Suomi,Varkaus,hankkeet.kirjastot.fi/node/318,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Savon
4000,863,1265,Vieremän kunnankirjaston juhlavuosi 2014,Palvelujen kehittäminen,Palvelujen kehittäminen,Pohjois-Savo,Vieremän kunnankirjasto,Itä-Suomi,Vieremä,hankkeet.kirjastot.fi/node/2154,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Itä-Suomen
6000,864,1266,Vihdin pääkirjasto Agricola 15 vuotta ,Palvelujen kehittäminen,Palvelujen kehittäminen,Uusimaa,Vihdin kunnankirjasto ,Etelä-Suomi,Vihti,hankkeet.kirjastot.fi/node/1516,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Uudenmaan
0,392,578,Kulttuuri kunniaan Vihdissä,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Vihdin kunnankirjasto,Etelä-Suomi,Vihti,hankkeet.kirjastot.fi/node/2123,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Etelä-Suomen
14000,811,1187,Tutustu tekijään ,Lukemisen edistäminen,Lukemisen edistäminen,Uusimaa,Vihdin kunnankirjasto,Etelä-Suomi,Vihti,hankkeet.kirjastot.fi/node/2336,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Etelä-Suomen
0,498,735,Lumottu niitty - draamalliset kulttuurikierrokset,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Vihdin kunnankirjasto,Etelä-Suomi,Vihti,hankkeet.kirjastot.fi/node/2348,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Etelä-Suomen
2500,874,1281,Virtain kirjasto 90-vuotta ,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Pirkanmaa,Virtain kaupunginkirjasto,Länsi- ja Sisä-Suomi,Virrat,hankkeet.kirjastot.fi/node/1386,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjanmaan
2000,875,1282,Virtain kirjastoautotoimintaa 40 vuotta,Lukemisen edistäminen,Lukemisen edistäminen,Pirkanmaa,Virtain kaupunginkirjasto,Länsi- ja Sisä-Suomi,Virrat,hankkeet.kirjastot.fi/node/2085,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Länsi- ja Sisä-Suomen
5000,806,1179,Tornionlaakson kirjastoautoon uutta teknologiaa,Laitehankinnat,Laitehankinnat,Lappi,Tornionlaakson kirjasto,Lappi,Ylitornio,hankkeet.kirjastot.fi/node/845,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,seutukunnat	,Lapin
2000,792,1159,Tienviittoja kirjastoon,Tilasuunnittelu,Tilasuunnittelu,Pohjois-Pohjanmaa,Ylivieskan kaupunginkirjasto,Pohjois-Suomi,Ylivieska,hankkeet.kirjastot.fi/node/1474,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Pohjanmaan
1500,817,1195,Useammat nettiin,Laitehankinnat,Laitehankinnat,Etelä-Savo,Enonkosken kunnankirjasto,Itä-Suomi,Enonkoski,hankkeet.kirjastot.fi/node/1633,2013,"Kirjaston asiakkaat, Erityisryhmät","Kirjaston asiakkaat, Erityisryhmät",ELY,suomenkielinen,1,kunnat,Pohjois-Savon
8700,405,594,Kynnyskysymys - Kangasalan kirjastopalveluiden esteettömyyskartoitus,Tilasuunnittelu,Tilasuunnittelu,Pirkanmaa,Kangasalan kunnankirjasto,Länsi- ja Sisä-Suomi,Kangasala,hankkeet.kirjastot.fi/node/1918,2014,"Kirjaston asiakkaat, Erityisryhmät","Kirjaston asiakkaat, Erityisryhmät",ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Länsi- ja Sisä-Suomen
1000,332,477,Kirjastopalvelujen käytön parantaminen Taavetin kirjastossa,Laitehankinnat,Laitehankinnat,Etelä-Karjala,Luumäen kunnankirjasto,Etelä-Suomi,Luumäki,hankkeet.kirjastot.fi/node/556,2012,"Kirjaston asiakkaat, Erityisryhmät","Kirjaston asiakkaat, Erityisryhmät",ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan ELY-keskus
1000,612,892,On aika tutustua tablettiin,Laitehankinnat,Laitehankinnat,Pirkanmaa,Hämeenkyrön kirjasto,Länsi- ja Sisä-Suomi,Hämeenkyrö,hankkeet.kirjastot.fi/node/2266,2014,"Kirjaston asiakkaat, Ikääntyneet","Kirjaston asiakkaat, Ikääntyneet",ELY,suomenkielinen,1,kunnat,Länsi- ja Sisä-Suomen
9500,763,1118,Tarinat elämään II,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Etelä-Savo,Kangasniemen kunnankirjasto,Itä-Suomi,Kangasniemi,hankkeet.kirjastot.fi/node/993,2013,"Kirjaston asiakkaat, Ikääntyneet","Kirjaston asiakkaat, Ikääntyneet",ELY,suomenkielinen,1,kunnat,Pohjois-Savon
2000,562,825,Muistakko tämän? - kassothan yhesä.,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Keski-Pohjanmaa,Kaustisen kirjasto,Länsi- ja Sisä-Suomi,Kaustinen,hankkeet.kirjastot.fi/node/731,2013,"Kirjaston asiakkaat, Ikääntyneet","Kirjaston asiakkaat, Ikääntyneet",ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjanmaan
4000,490,721,Lukulampun valossa -kampanja Rovaniemellä,Lukemisen edistäminen,Lukemisen edistäminen,Lappi,Rovaniemen kaupunginkirjasto - Lapin maakuntakirjasto,Lappi,Rovaniemi,hankkeet.kirjastot.fi/node/110,2011,"Kirjaston asiakkaat, Ikääntyneet","Kirjaston asiakkaat, Ikääntyneet",ELY,suomenkielinen,1,kunnat,Lapin
4500,310,444,Kirjaston aula kyläläisten haltuun,Lukemisen edistäminen,Lukemisen edistäminen,Uusimaa,Söderkullan kirjasto,Etelä-Suomi,Sipoo,hankkeet.kirjastot.fi/node/2423,2014,"Kirjaston asiakkaat, Ikääntyneet, Kirjaston henkilökunta","Kirjaston asiakkaat, Ikääntyneet, Kirjaston henkilökunta",ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Etelä-Suomen
6000,358,516,Koheennuttava tarinakuvastin,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Etelä-Savo,Kangasniemen kunnankirjasto,Itä-Suomi,Kangasniemi,hankkeet.kirjastot.fi/node/1900,2014,"Kirjaston asiakkaat, Ikääntyneet, Lapset (alle 13 v.)","Kirjaston asiakkaat, Ikääntyneet, Lapset (alle 13 v.)",ELY,suomenkielinen,1,kunnat,Itä-Suomen
3000,464,678,Lukeva ihminen ei koskaan ole yksin,Lukemisen edistäminen,Lukemisen edistäminen,Etelä-Pohjanmaa,Kauhavan kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kauhava,hankkeet.kirjastot.fi/node/1949,2014,"Kirjaston asiakkaat, Ikääntyneet, Lapset (alle 13 v.)","Kirjaston asiakkaat, Ikääntyneet, Lapset (alle 13 v.)",ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Länsi- ja Sisä-Suomen
15000,565,829,Muistot talteen - kotiseutu tutuksi kaikille,Digitointi,Digitointi,Uusimaa,Pukkilan kunnankirjasto,Etelä-Suomi,Pukkila,hankkeet.kirjastot.fi/node/2223,2014,"Kirjaston asiakkaat, Ikääntyneet, Tietty ammattiryhmä (esim. opettajat)","Kirjaston asiakkaat, Ikääntyneet, Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,1,kunnat,Etelä-Suomen
15000,661,969,PYÖRÄLLE TÖITÄ – MEDIATEEKKI PAIKALLE PIKAISESTI ,Palvelujen kehittäminen,Palvelujen kehittäminen,Uusimaa,Espoon kaupunginkirjasto - Tapiolan kirjasto,Etelä-Suomi,Espoo,hankkeet.kirjastot.fi/node/1016,2013,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät","Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan
1200,169,238,Iltakahvit kirjastolla,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Pirkanmaa,Hämeenkyrön kirjasto,Länsi- ja Sisä-Suomi,Hämeenkyrö,hankkeet.kirjastot.fi/node/1436,2013,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät","Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,1,kunnat,Pohjanmaan
0,320,461,Kirjaston markkinointi uusille asiakkaille,Palvelujen kehittäminen,Palvelujen kehittäminen,Uusimaa,Helsingin kaupunginkirjasto,Etelä-Suomi,Helsinki,hankkeet.kirjastot.fi/node/1127,2013,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät","Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,1,kunnat,Uudenmaan
30000,333,479,Kirjastopalvelujen koettu saavutettavuus ja kirjasto kansalaisen mielenmaisemassa. Tutkimushanke,Palvelujen kehittäminen,Palvelujen kehittäminen,Uusimaa,Helsingin kaupunginkirjasto,Etelä-Suomi,Helsinki,hankkeet.kirjastot.fi/node/1054,2013,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät","Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,1,valtakunnallinen	,Uudenmaan
0,154,219,Hyvinkääläisiä helmiä - musiikin kotiseutuaineiston digitointi,Digitointi,Digitointi,Uusimaa,Hyvinkään kaupunginkirjasto,Etelä-Suomi,Hyvinkää,hankkeet.kirjastot.fi/node/1785,2014,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät","Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,1,seutukunnat	,Etelä-Suomen
15000,745,1092,"Suositellaan säännölliseen käyttöön: hakeutuvaa kirjastotyötä, tiedotusta ja tapahtumia kaiken ikäisille",Palvelujen kehittäminen,Palvelujen kehittäminen,Etelä-Karjala,Imatran kaupunginkirjasto,Etelä-Suomi,Imatra,hankkeet.kirjastot.fi/node/1477,2013,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät","Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,1,kunnat,Uudenmaan
35100,767,1125,Tarinoita Inarista: digitaalinen tarinapankki,Digitointi,Digitointi,Lappi,Inarin kunnankirjasto,Lappi,Inari,hankkeet.kirjastot.fi/node/2159,2014,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät","Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,1,maakunta	,Lapin
36000,385,565,Kotoilu 3.0,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Pohjois-Karjala,Joensuun seutukirjasto - Pohjois-Karjalan maakuntakirjasto,Itä-Suomi,Joensuu,hankkeet.kirjastot.fi/node/280,2012,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät","Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,1,kunnat,Pohjois-Savon
2000,477,697,Lukuinnostusta aikuisille,Lukemisen edistäminen,Lukemisen edistäminen,Pohjois-Pohjanmaa,Kalajoen kaupunginkirjasto,Pohjois-Suomi,Kalajoki,hankkeet.kirjastot.fi/node/1133,2013,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät","Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,1,kunnat,Pohjois-Pohjanmaan
20000,827,1213,Uuden kirjaston konsepti,Tilasuunnittelu,Tilasuunnittelu,Pohjois-Pohjanmaa,Kalajoen kaupunginkirjasto,Pohjois-Suomi,Kalajoki,hankkeet.kirjastot.fi/node/2184,2014,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät","Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,1,kunnat,Pohjois-Suomen
16000,850,1246,Vehkeille käyttöä,Mediakasvatus,Mediakasvatus,Keski-Pohjanmaa,Kannuksen kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kannus,hankkeet.kirjastot.fi/node/1208,2013,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät","Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,1,seutukunnat	,Pohjanmaan
0,338,487,Kirjastossa tapahtuu-jakelu ,Palvelujen kehittäminen,Palvelujen kehittäminen,Etelä-Pohjanmaa,Karijoen kunnankirjasto,Länsi- ja Sisä-Suomi,Karijoki,hankkeet.kirjastot.fi/node/628,2012,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät","Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,1,kunnat,Pohjanmaan
3000,732,1073,Sisältö elämään - 150 vuotta kirjastotoimintaa Karkkilassa,Palvelujen kehittäminen,Palvelujen kehittäminen,Uusimaa,Karkkilan kaupunginkirjasto,Etelä-Suomi,Karkkila,hankkeet.kirjastot.fi/node/547,2012,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät","Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
3600,317,455,Kirjaston koordinaatit kuntalaisen kartalle,Palvelujen kehittäminen,Palvelujen kehittäminen,Lappi,Keminmaan kunnankirjasto,Lappi,Keminmaa,hankkeet.kirjastot.fi/node/1172,2013,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät","Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,1,kunnat,Lapin
15000,9,11,"\Sitähän se kaikki on\"" - taiteen ja tiedon ykseyttä kirjastossa""",Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Keravan kaupunginkirjasto,Etelä-Suomi,Kerava,hankkeet.kirjastot.fi/node/1970,2014,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät","Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Etelä-Suomen
20000,273,389,KIRJASTO IHOLLA - taiteen lähikontaktin ja jalkautuvan kirjastotoiminnan projekti,Palvelujen kehittäminen,Palvelujen kehittäminen,Uusimaa,Keravan kaupunginkirjasto,Etelä-Suomi,Kerava,hankkeet.kirjastot.fi/node/584,2012,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät","Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan ELY-keskus
0,733,1075,Sitsit kirjastossa/Sits på bibban,Palvelujen kehittäminen,Palvelujen kehittäminen,Uusimaa,Kirkkonummen kunnankirjasto,Etelä-Suomi,Kirkkonummi,hankkeet.kirjastot.fi/node/1064,2013,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät","Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan
25000,859,1257,Vetovoimainen kirjasto: asiakkaiden aktivointi ja osallistaminen,Palvelujen kehittäminen,Palvelujen kehittäminen,Kymenlaakso,Kotkan kaupunginkirjasto,Etelä-Suomi,Kotka,hankkeet.kirjastot.fi/node/313,2012,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät","Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
0,344,495,Kirjastotrailerit,Palvelujen kehittäminen,Palvelujen kehittäminen,Kymenlaakso,Kouvolan kaupunginkirjasto-maakuntakirjasto,Etelä-Suomi,Kouvola,hankkeet.kirjastot.fi/node/418,2012,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät","Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,1,seutukunnat	,Uudenmaan ELY-keskus
0,500,737,Luontokuvalainaamo Kuusamon kirjastoon,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Pohjois-Pohjanmaa,Kuusamon kaupunginkirjasto,Pohjois-Suomi,Kuusamo,hankkeet.kirjastot.fi/node/924,2013,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät","Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,1,kunnat,Pohjois-Pohjanmaan
2500,423,618,Lapinjärvi goes Kirjasto ( ent. Lapinjärven Toivot),Palvelujen kehittäminen,Palvelujen kehittäminen,Uusimaa,Lapinjärven kirjasto,Etelä-Suomi,Lapinjärvi,hankkeet.kirjastot.fi/node/391,2012,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät","Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,1,maakunta	,Uudenmaan ELY-keskus
5500,424,620,Lapinlahden kirjaston juhlavuosi 2012,Palvelujen kehittäminen,Palvelujen kehittäminen,Pohjois-Savo,Lapinlahden kunnankirjasto,Itä-Suomi,Lapinlahti,hankkeet.kirjastot.fi/node/734,2012,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät","Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,1,kunnat,Pohjois-Savon
