id2,id,hanke_name,Lookup_Teema,Lookup_Maakunta,Toteuttaja,Lookup_Aluehallintovirasto,Kunta,link,Lookup_Vuosi,Kohderyhma,Lookup_Hanketyyppi,Lookup_Kieli,Lookup_Vaikutusalue,amount,lkm
547,804,Mitä kirjastoauton jälkeen?,Palvelujen kehittäminen,Pirkanmaa,Urjalan kunnankirjasto,Länsi- ja Sisä-Suomi,Urjala,hankkeet.kirjastot.fi/node/2067,2014,"Lapset (alle 13 v.), Kirjaston asiakkaat",ELY,suomenkielinen,seutukunnat	,4000,1
548,806,Mitä laitetaan? Lähikirjaston palveluiden kehittäminen muuttuvassa toimintaympäristössä,Palvelujen kehittäminen,Pohjois-Savo,Lapinlahden kunnankirjasto,Itä-Suomi,Lapinlahti,hankkeet.kirjastot.fi/node/1600,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,9500,1
549,807,Mitä tekis? - Nuoret mukaan sisältöjen tuottamiseen,Verkkopalvelut,Varsinais-Suomi,Turun kaupunginkirjasto,Lounais-Suomi,Turku,hankkeet.kirjastot.fi/node/1425,2013,"Nuoret (13-19  v.), Nuoret aikuiset (19.-29 v.)",ELY,suomenkielinen,kunnan- tai kaupunginosat	,24500,1
550,809,Mitä vinkkaat?,Mediakasvatus,Keski-Suomi,Wiitaunionin aluekirjasto,Länsi- ja Sisä-Suomi,Pihtipudas,hankkeet.kirjastot.fi/node/1584,2013,Nuoret (13-19  v.),ELY,suomenkielinen,seutukunnat	,8000,1
551,810,"Mobiililla tulevaisuuteen : sähköiset aineistot, laitteet ja asiointi verkossa tutummaksi",Verkkopalvelut,Pohjois-Savo,Varkauden kaupunginkirjasto,Itä-Suomi,Varkaus,hankkeet.kirjastot.fi/node/1841,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,9000,1
552,811,Mobiilisti kautta Kaarinan!,Laitehankinnat,Varsinais-Suomi,Kaarinan kaupunginkirjasto,Lounais-Suomi,Kaarina,hankkeet.kirjastot.fi/node/1811,2014,Lapset (alle 13 v.),ELY,suomenkielinen,maakunta	,0,1
553,812,Mobiilit tiedonhakutehtävät ,Mediakasvatus,Varsinais-Suomi,Kustavin kunnankirjasto,Lounais-Suomi,Kustavi,hankkeet.kirjastot.fi/node/1753,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.), Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,kunnat,6000,1
554,815,Modern informationsförmedling i Raseborgs bibliotek,Palvelujen kehittäminen,Uusimaa,Raseborgs stadsbibliotek,Etelä-Suomi,Raasepori,hankkeet.kirjastot.fi/node/1009,2013,Kirjaston asiakkaat,ELY,ruotsinkielinen,kunnat,3000,1
555,816,Modern teknik till Kimitos nya bibliotek,Laitehankinnat,Varsinais-Suomi,Kimitoöns kommunbibliotek,Lounais-Suomi,Kemiönsaari,hankkeet.kirjastot.fi/node/1205,2013,Kirjaston asiakkaat,ELY,ruotsinkielinen,kunnan- tai kaupunginosat	,7000,1
556,817,Modernit työkalut käyttöön koulukirjastojen pyörityksessä,Laitehankinnat,Uusimaa,Askolan kunnankirjasto,Etelä-Suomi,Askola,hankkeet.kirjastot.fi/node/1341,2013,Lapset (alle 13 v.),ELY,suomenkielinen,kunnan- tai kaupunginosat	,5000,1
557,818,Möllärimestarit esiin,Kokoelmat,Pohjois-Pohjanmaa,Taivalkosken kunnankirjasto,Pohjois-Suomi,Taivalkoski,hankkeet.kirjastot.fi/node/431,2012,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,valtakunnallinen	,0,1
558,820,Monien mahdollisuuksien pelitupa,Mediakasvatus,Kymenlaakso,Kouvolan kaupunginkirjasto-maakuntakirjasto,Etelä-Suomi,Kouvola,hankkeet.kirjastot.fi/node/2165,2014,"Maahanmuuttajat, Kirjaston asiakkaat",ELY,suomenkielinen,seutukunnat	,20000,1
559,822,Monikanavakuuntelutila,Laitehankinnat,Pirkanmaa,Tampereen kaupunginkirjasto - Pirkanmaan maakuntakirjasto,Länsi- ja Sisä-Suomi,Tampere,hankkeet.kirjastot.fi/node/1820,2014,Kirjaston asiakkaat,ELY,suomenkielinen,maakunta	,0,1
560,823,Monikulttuurinen kirjasto ja markkinointi,Henkilöstön osaaminen,Uusimaa,Espoon kaupunginkirjasto (HelMet-kirjastot),Etelä-Suomi,Espoo,hankkeet.kirjastot.fi/node/2061,2014,Kirjaston henkilökunta,ELY,suomenkielinen,kunnat,0,1
561,824,Monitoimihärpäkkeet Toenperälle,Laitehankinnat,Etelä-Savo,Toenperän kirjasto,Itä-Suomi,Joroinen,hankkeet.kirjastot.fi/node/2356,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,12000,1
562,825,Muistakko tämän? - kassothan yhesä.,Oppimisympäristö ja yhteisöllisyys,Keski-Pohjanmaa,Kaustisen kirjasto,Länsi- ja Sisä-Suomi,Kaustinen,hankkeet.kirjastot.fi/node/731,2013,"Kirjaston asiakkaat, Ikääntyneet",ELY,suomenkielinen,kunnan- tai kaupunginosat	,2000,1
563,827,Muistellen,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Vantaan kirjasto- ja tietopalvelut,Etelä-Suomi,Vantaa,hankkeet.kirjastot.fi/node/454,2012,Ikääntyneet,ELY,suomenkielinen,kunnat,10000,1
564,828,Muistojen Rovaniemi,Verkkopalvelut,Lappi,Rovaniemen kaupunginkirjasto - Lapin maakuntakirjasto,Lappi,Rovaniemi,hankkeet.kirjastot.fi/node/1466,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,0,1
565,829,Muistot talteen - kotiseutu tutuksi kaikille,Digitointi,Uusimaa,Pukkilan kunnankirjasto,Etelä-Suomi,Pukkila,hankkeet.kirjastot.fi/node/2223,2014,"Kirjaston asiakkaat, Ikääntyneet, Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,kunnat,15000,1
566,832,Multimedian luonti hallintaan,Henkilöstön osaaminen,Päijät-Häme,Lahden kaupunginkirjasto-maakuntakirjasto,Etelä-Suomi,Lahti,hankkeet.kirjastot.fi/node/715,2012,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,kunnat,50000,1
567,834,Murrepakinat sähköiseen muotoon,Digitointi,Satakunta,Porin kaupunginkirjasto - Satakunnan maakuntakirjasto,Lounais-Suomi,Pori,hankkeet.kirjastot.fi/node/808,2013,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,kunnat,13000,1
568,836,Musadiplomin avulla musiikkilajit tunnetuksi,Palvelujen kehittäminen,Keski-Pohjanmaa,Kokkolan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Kokkola,hankkeet.kirjastot.fi/node/1073,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,3000,1
569,837,Museon kirjastoaarteet saataville!,Verkkopalvelut,Pirkanmaa,Tampereen kaupunginkirjasto - Pirkanmaan maakuntakirjasto,Länsi- ja Sisä-Suomi,Tampere,hankkeet.kirjastot.fi/node/1819,2014,Kirjaston asiakkaat,ELY,suomenkielinen,maakunta	,0,1
570,838,Musiikin virtaa: musiikin ja käyttäjien kohtaaminen,Oppimisympäristö ja yhteisöllisyys,Etelä-Savo,Mikkelin kaupunginkirjasto - Etelä-Savon maakuntakirjasto,Itä-Suomi,Mikkeli,hankkeet.kirjastot.fi/node/1275,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.), Nuoret aikuiset (19.-29 v.)",ELY,suomenkielinen,kunnat,4500,1
571,841,Musiikki takaisin kirjastoon,Palvelujen kehittäminen,Pirkanmaa,Hämeenkyrön kirjasto,Länsi- ja Sisä-Suomi,Hämeenkyrö,hankkeet.kirjastot.fi/node/1446,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,0,1
572,842,Musiikkia kirjastossa,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Vantaan kirjasto- ja tietopalvelut,Etelä-Suomi,Vantaa,hankkeet.kirjastot.fi/node/619,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,10000,1
573,843,Musiikkialan vierailijoiden sarja,Palvelujen kehittäminen,Uusimaa,Hyvinkään kaupunginkirjasto,Etelä-Suomi,Hyvinkää,hankkeet.kirjastot.fi/node/1126,2013,Nuoret (13-19  v.),ELY,suomenkielinen,kunnan- tai kaupunginosat	,4500,1
574,844,Musiikkikirjastotyön koulutuspäivät ,Henkilöstön osaaminen,Uusimaa,Hyvinkään kaupunginkirjasto,Etelä-Suomi,Hyvinkää,hankkeet.kirjastot.fi/node/1771,2013,Kirjaston henkilökunta,ELY,suomenkielinen,valtakunnallinen	,3000,1
575,845,Musiikkiosaston elvytys,Laitehankinnat,Kymenlaakso,Kouvolan kaupunginkirjasto-maakuntakirjasto,Etelä-Suomi,Kouvola,hankkeet.kirjastot.fi/node/444,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,0,1
576,846,Musiikkivideotyöpaja!,Palvelujen kehittäminen,Uusimaa,Espoon kaupunginkirjasto - Sellon kirjasto,Etelä-Suomi,Espoo,hankkeet.kirjastot.fi/node/1089,2013,Nuoret (13-19  v.),ELY,suomenkielinen,seutukunnat	,2000,1
577,847,Muutoksen tuulet voimavaraksi: YKN:n strategian 2011-2016 jalkauttaminen Lapin kirjastoihin,Strateginen kehittäminen,Lappi,Kemin kaupunginkirjasto,Lappi,Kemi,hankkeet.kirjastot.fi/node/90,2011,Kirjaston henkilökunta,ELY,suomenkielinen,maakunta	,20000,1
578,848,Muutoskoulutus uuden Oulun henkilökunnalle,Henkilöstön osaaminen,Pohjois-Pohjanmaa,Oulun kaupunginkirjasto-maakuntakirjasto,Pohjois-Suomi,Oulu,hankkeet.kirjastot.fi/node/428,2012,Kirjaston henkilökunta,ELY,suomenkielinen,kunnat,34000,1
579,849,Muuttuva lähikirjasto - Pienten kirjastojen työpajapäivät,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Helsingin kaupunginkirjasto,Etelä-Suomi,Helsinki,hankkeet.kirjastot.fi/node/1985,2014,Kirjaston asiakkaat,ELY,suomenkielinen,seutukunnat	,10000,1
580,850,Myötävirtaan!,Verkkopalvelut,Pohjois-Karjala,Lieksan kaupunginkirjasto,Itä-Suomi,Lieksa,hankkeet.kirjastot.fi/node/1139,2013,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,maakunta	,9000,1
581,852,Nakkilalaisten omat aarteet digitaalisiksi,Laitehankinnat,Satakunta,Nakkilan kunnankirjasto,Lounais-Suomi,Nakkila,hankkeet.kirjastot.fi/node/989,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,3500,1
582,853,Nällimukula löytää! ,Mediakasvatus,Etelä-Pohjanmaa,Kurikan kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kurikka,hankkeet.kirjastot.fi/node/700,2012,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnat,10000,1
583,855,"Nastat laitteet, ylihyvät sisällöt - mobiililaitteilla monilukutaitoisiksi",Mediakasvatus,Pohjanmaa,Vaasan kaupunginkirjasto-maakuntakirjasto,Länsi- ja Sisä-Suomi,Vaasa,hankkeet.kirjastot.fi/node/2359,2014,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,maakunta	,20000,1
584,856,"Näyttelyistä tietoa, taitoa ja lukuvinkkejä!",Mediakasvatus,Uusimaa,Karkkilan kaupunginkirjasto,Etelä-Suomi,Karkkila,hankkeet.kirjastot.fi/node/1087,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnat,0,1
585,857,NFC KIRJASTOISSA,Verkkopalvelut,Satakunta,Luvian kunnankirjasto,Lounais-Suomi,Luvia,hankkeet.kirjastot.fi/node/309,2012,"Lapset (alle 13 v.), Nuoret (13-19  v.), Nuoret aikuiset (19.-29 v.)",ELY,suomenkielinen,kansainvälinen	,60000,1
586,860,Nilsiän lähikirjasto esteettömämmäksi ja käyttäjäystävällisemmäksi,Laitehankinnat,Pohjois-Savo,Nilsiän kirjasto,Itä-Suomi,Kuopio,hankkeet.kirjastot.fi/node/1302,2013,Kirjaston asiakkaat,ELY,suomenkielinen,seutukunnat	,0,1
587,861,Noizy night,Oppimisympäristö ja yhteisöllisyys,Varsinais-Suomi,Paraisten kirjasto,Lounais-Suomi,Parainen,hankkeet.kirjastot.fi/node/702,2012,Nuoret (13-19  v.),ELY,suomenkielinen,kunnat,3000,1
588,862,Nopeasti ja langattomasti nettiin,Laitehankinnat,Lappi,Tervolan kunnankirjasto,Lappi,Tervola,hankkeet.kirjastot.fi/node/317,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,4600,1
589,863,Nordiclit2014,Lukemisen edistäminen,Pohjois-Karjala,Joensuun seutukirjasto - Pohjois-Karjalan maakuntakirjasto,Itä-Suomi,Joensuu,hankkeet.kirjastot.fi/node/2120,2014,"Nuoret (13-19  v.), Nuoret aikuiset (19.-29 v.)",ELY,suomenkielinen,maakunta	,8000,1
590,865,Novellin voimaa Sompiossa,Lukemisen edistäminen,Lappi,Sompion kirjasto,Lappi,Sodankylä,hankkeet.kirjastot.fi/node/1184,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,22000,1
591,866,Nukketeatteriin!,Oppimisympäristö ja yhteisöllisyys,Etelä-Pohjanmaa,Kurikan kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kurikka,hankkeet.kirjastot.fi/node/1301,2013,"Lapsiperheet, Lapset (alle 13 v.)",ELY,suomenkielinen,kunnat,2000,1
592,868,Nuoret kirjaston asiakkaiksi,Palvelujen kehittäminen,Pohjois-Savo,Kiuruveden kaupunginkirjasto,Itä-Suomi,Kiuruvesi,hankkeet.kirjastot.fi/node/1006,2013,Nuoret (13-19  v.),ELY,suomenkielinen,kunnat,8500,1
593,869,Nuoret kirjastopalveluiden käyttäjiksi,Palvelujen kehittäminen,Uusimaa,Tuusulan kunnankirjasto,Etelä-Suomi,Tuusula,hankkeet.kirjastot.fi/node/2368,2014,Nuoret (13-19  v.),ELY,suomenkielinen,kunnan- tai kaupunginosat	,13000,1
594,870,Nuoret mukaan kirjastotoiminnan kehittämiseen,Palvelujen kehittäminen,Pohjois-Savo,Kuopion kaupunginkirjasto - Pohjois-savon maakuntakirjasto,Itä-Suomi,Kuopio,hankkeet.kirjastot.fi/node/1398,2013,Nuoret (13-19  v.),ELY,suomenkielinen,kunnat,9000,1
595,871,Nuoret oman kirjastotilansa suunnittelijoina ja toteuttajina,Tilasuunnittelu,Lappi,Tornion kaupunginkirjasto,Lappi,Tornio,hankkeet.kirjastot.fi/node/1094,2013,Nuoret (13-19  v.),ELY,suomenkielinen,kunnat,19000,1
596,872,Nuoret takaisin kirjastoon ,Lukemisen edistäminen,Satakunta,Nakkilan kunnankirjasto,Lounais-Suomi,Nakkila,hankkeet.kirjastot.fi/node/805,2012,Nuoret (13-19  v.),ELY,suomenkielinen,kunnat,4000,1
597,873,Nuori kirjaston kulmilla,Palvelujen kehittäminen,Pohjois-Pohjanmaa,Haapaveden kirjasto,Pohjois-Suomi,Haapavesi,hankkeet.kirjastot.fi/node/294,2011,Nuoret (13-19  v.),ELY,suomenkielinen,seutukunnat	,34000,1
598,874,Nuorisokasvatustyötä yhdessä!,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Espoon kaupunginkirjasto - Sellon kirjasto,Etelä-Suomi,Espoo,hankkeet.kirjastot.fi/node/1253,2013,Nuoret (13-19  v.),ELY,suomenkielinen,kunnan- tai kaupunginosat	,50000,1
599,875,Nuorten lukupiiri,Lukemisen edistäminen,Uusimaa,Mäntsälän kirjasto,Etelä-Suomi,Mäntsälä,hankkeet.kirjastot.fi/node/1246,2013,Nuoret (13-19  v.),ELY,suomenkielinen,kunnat,3500,1
600,876,"Nuortenosasto  - vertaisuutta, vastuuta ja yhdessä tekemistä ",Palvelujen kehittäminen,Uusimaa,Espoon kaupunginkirjasto,Etelä-Suomi,Espoo,hankkeet.kirjastot.fi/node/2040,2014,Nuoret (13-19  v.),ELY,suomenkielinen,kunnan- tai kaupunginosat	,35000,1
601,877,Nuotiotulia ja palatsien loistoa - Maailman tarut -työpajat peruskoulun ala-asteille,Lukemisen edistäminen,Uusimaa,Helsingin kaupunginkirjasto,Etelä-Suomi,Helsinki,hankkeet.kirjastot.fi/node/732,2012,Lapset (alle 13 v.),ELY,suomenkielinen,kunnan- tai kaupunginosat	,6000,1
602,878,"Nyt hihat heilumaan! Laatutyön käytännön toteuttaminen työikäisten tietoteknisten taitojen ja koululaisten monilukutaidon edistämisessä Hämeenlinnan, Kouvolan ja Lahden maakuntakirjastoissa",Mediakasvatus,Kanta-Häme,Hämeenlinnan kaupunginkirjasto - Hämeen maakuntakirjasto,Etelä-Suomi,Hämeenlinna,hankkeet.kirjastot.fi/node/2255,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.), Työikäinen väestö",ELY,suomenkielinen,valtakunnallinen	,60000,1
603,879,"Oi, muistatkos Emma sen tapahtumatuokion, jonka kirjasto järjesti?",Oppimisympäristö ja yhteisöllisyys,Pohjois-Karjala,Tohmajärven kunnankirjasto,Itä-Suomi,Tohmajärvi,hankkeet.kirjastot.fi/node/2182,2014,Ikääntyneet,ELY,suomenkielinen,kunnan- tai kaupunginosat	,8000,1
604,880,OIVA kuntalukukisa,Lukemisen edistäminen,Etelä-Pohjanmaa,Alavuden kaupunginkirjasto,Länsi- ja Sisä-Suomi,Alavus,hankkeet.kirjastot.fi/node/624,2012,Kirjaston asiakkaat,ELY,suomenkielinen,seutukunnat	,3000,1
605,881,OIVA minuuttiruno,Palvelujen kehittäminen,Etelä-Pohjanmaa,Alavuden kaupunginkirjasto,Länsi- ja Sisä-Suomi,Alavus,hankkeet.kirjastot.fi/node/1514,2013,Kirjaston asiakkaat,ELY,suomenkielinen,seutukunnat	,3500,1
606,882,Oivallinen uusi Alavus,Strateginen kehittäminen,Etelä-Pohjanmaa,Alavuden kaupunginkirjasto,Länsi- ja Sisä-Suomi,Alavus,hankkeet.kirjastot.fi/node/1521,2013,Kirjaston henkilökunta,ELY,suomenkielinen,kunnat,2000,1
607,883,"OIVAt aivot - kirjasto, koulu ja media",Lukemisen edistäminen,Etelä-Pohjanmaa,Alavuden kaupunginkirjasto,Länsi- ja Sisä-Suomi,Alavus,hankkeet.kirjastot.fi/node/2258,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnat,2500,1
608,884,Olipa kerran... Det var en gång...,Lukemisen edistäminen,Pohjanmaa,Vaasan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Vaasa,hankkeet.kirjastot.fi/node/1384,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.), Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,maakunta	,30000,1
609,887,Omatoimilehtisalista laajennettuihin palveluihin,Palvelujen kehittäminen,Lappi,Sallan kunnankirjasto,Lappi,Salla,hankkeet.kirjastot.fi/node/2286,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,10100,1
610,888,Omekalla eteenpäin - Hämeenlinnan digitoitu kokoelma kasvuun ja laajempaan käyttöön,Digitointi,Kanta-Häme,Hämeenlinnan kaupunginkirjasto - Hämeen maakuntakirjasto,Etelä-Suomi,Hämeenlinna,hankkeet.kirjastot.fi/node/1379,2013,"Kirjaston asiakkaat, Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,kansainvälinen	,10000,1
611,890,Omstrukturering av bibliotekets utrymmen ,Tilasuunnittelu,Varsinais-Suomi,Pargas stadsbibliotek / Pargas bibliotek,Lounais-Suomi,Parainen,hankkeet.kirjastot.fi/node/2106,2014,"Kirjaston asiakkaat, Lapset (alle 13 v.)",ELY,ruotsinkielinen,kunnan- tai kaupunginosat	,7000,1
612,892,On aika tutustua tablettiin,Laitehankinnat,Pirkanmaa,Hämeenkyrön kirjasto,Länsi- ja Sisä-Suomi,Hämeenkyrö,hankkeet.kirjastot.fi/node/2266,2014,"Kirjaston asiakkaat, Ikääntyneet",ELY,suomenkielinen,kunnat,1000,1
613,894,Onko muitakin kirjoja kuin Risto Räppääjiä? - Kolmosten lukutottumusten laajentaminen yhteistoiminnallisesti ,Lukemisen edistäminen,Uusimaa,Karkkilan kaupunginkirjasto,Etelä-Suomi,Karkkila,hankkeet.kirjastot.fi/node/2004,2014,Lapset (alle 13 v.),ELY,suomenkielinen,kunnat,1500,1
614,895,"Onni on oma soppi - tila-, kaluste- ja aineistojärjestys uusiksi",Tilasuunnittelu,Pohjois-Pohjanmaa,Merijärven kunnankirjasto,Pohjois-Suomi,Merijärvi,hankkeet.kirjastot.fi/node/1226,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston asiakkaat",ELY,suomenkielinen,kunnat,4000,1
615,896,Operaatio yhdessä Kirjakassin kanssa,Palvelujen kehittäminen,Varsinais-Suomi,Vehmaan kunnankirjasto,Lounais-Suomi,Vehmaa,hankkeet.kirjastot.fi/node/457,2012,Ikääntyneet,ELY,suomenkielinen,kunnat,1200,1
616,897,Opetus pakettiin - kirjastonkäytön opetuksen uudistaminen,Mediakasvatus,Uusimaa,Nurmijärven kirjasto,Etelä-Suomi,Nurmijärvi,hankkeet.kirjastot.fi/node/1795,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston henkilökunta",ELY,suomenkielinen,kunnat,7000,1
617,900,Oppia ja iloa laitehankinnoilla,Laitehankinnat,Keski-Suomi,Viitasaaren ja Pihtiputaan kirjastot,Länsi- ja Sisä-Suomi,Viitasaari,hankkeet.kirjastot.fi/node/825,2012,"Lapset (alle 13 v.), Nuoret (13-19  v.), Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,seutukunnat	,4000,1
618,903,Osaaminen jakoon Päijät-Hämeen kirjastoissa,Henkilöstön osaaminen,Päijät-Häme,Lahden kaupunginkirjasto-maakuntakirjasto,Etelä-Suomi,Lahti,hankkeet.kirjastot.fi/node/1468,2013,Kirjaston henkilökunta,ELY,suomenkielinen,seutukunnat	,25000,1
619,904,Osaamisen kehittäminen 2020,Henkilöstön osaaminen,Pirkanmaa,Nokian kaupunginkirjasto,Länsi- ja Sisä-Suomi,Nokia,hankkeet.kirjastot.fi/node/2037,2014,Kirjaston henkilökunta,ELY,suomenkielinen,kunnat,9000,1
620,905,Osaamisen kehittäminen Etelä-Kymenlaakson kirjastoissa,Henkilöstön osaaminen,Kymenlaakso,Kotkan kaupunginkirjasto,Etelä-Suomi,Kotka,hankkeet.kirjastot.fi/node/1022,2013,Kirjaston henkilökunta,ELY,suomenkielinen,seutukunnat	,20000,1
621,906,Osaamisen koko kuva Louna-kirjastoissa,Henkilöstön osaaminen,Kanta-Häme,Forssan kaupunginkirjasto,Etelä-Suomi,Forssa,hankkeet.kirjastot.fi/node/2378,2014,Kirjaston henkilökunta,ELY,suomenkielinen,seutukunnat	,13000,1
622,907,Osallistavalla suunnittelulla muuntuva tila Myllykosken kirjastoon,Palvelujen kehittäminen,Kymenlaakso,Kouvolan kaupunginkirjasto-maakuntakirjasto,Etelä-Suomi,Kouvola,hankkeet.kirjastot.fi/node/369,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,10000,1
624,910,Paikallishistoriaa nuorille pelaamalla,Mediakasvatus,Kymenlaakso,Kouvolan kaupunginkirjasto-maakuntakirjasto,Etelä-Suomi,Kouvola,hankkeet.kirjastot.fi/node/957,2013,Nuoret (13-19  v.),ELY,suomenkielinen,kunnan- tai kaupunginosat	,0,1
625,911,Päivä kirjastovirkailijana! Kirjastopalvelut tutuksi alakoululaisille,Palvelujen kehittäminen,Pohjois-Karjala,Tohmajärven kunnankirjasto,Itä-Suomi,Tohmajärvi,hankkeet.kirjastot.fi/node/2210,2014,Lapset (alle 13 v.),ELY,suomenkielinen,kunnan- tai kaupunginosat	,3000,1
626,912,Päivittäen paremmaksi - kirjastojärjestelmä  2010-luvulle,Verkkopalvelut,Pohjois-Karjala,Valtimon kunnankirjasto,Itä-Suomi,Valtimo,hankkeet.kirjastot.fi/node/1254,2013,"Kirjaston henkilökunta, Kirjaston asiakkaat",ELY,suomenkielinen,maakunta	,6000,1
627,914,Palokan aluekirjaston toimintamalli,Palvelujen kehittäminen,Keski-Suomi,Jyväskylän kaupunginkirjasto - Keski-Suomen maakuntakirjasto,Länsi- ja Sisä-Suomi,Jyväskylä,hankkeet.kirjastot.fi/node/520,2012,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnan- tai kaupunginosat	,12000,1
628,916,"Palvelu pelaa, asiakas osaa",Laitehankinnat,Lappi,Sompion kirjasto,Lappi,Sodankylä,hankkeet.kirjastot.fi/node/502,2012,"Kirjaston asiakkaat, Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,kunnat,60000,1
629,917,Palvelumuotoilun poluilla,Palvelujen kehittäminen,Pohjois-Pohjanmaa,Oulun kaupunginkirjasto-maakuntakirjasto,Pohjois-Suomi,Oulu,hankkeet.kirjastot.fi/node/412,2012,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,kunnat,38000,1
630,919,Palveluneuvoja tuotemarkkinointiin,Palvelujen kehittäminen,Kymenlaakso,Kouvolan kaupunginkirjasto-maakuntakirjasto,Etelä-Suomi,Kouvola,hankkeet.kirjastot.fi/node/439,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,15000,1
631,920,Palvelut näkyville  ,Palvelujen kehittäminen,Pirkanmaa,Mänttä-Vilppulan kaupunginkirjasto,Länsi- ja Sisä-Suomi,Mänttä-Vilppula,hankkeet.kirjastot.fi/node/518,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,0,1
632,921,Panostus pehmeään palveluun,Laitehankinnat,Päijät-Häme,Heinolan kaupunginkirjasto,Etelä-Suomi,Heinola,hankkeet.kirjastot.fi/node/298,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,0,1
633,922,Panostusta palveluun,Laitehankinnat,Pirkanmaa,Urjalan kirjasto,Länsi- ja Sisä-Suomi,Urjala,hankkeet.kirjastot.fi/node/1196,2013,Kirjaston asiakkaat,ELY,suomenkielinen,maakunta	,2000,1
634,923,Pedagoginen informaatikko kouluyhteistyön laajentamiseksi,Palvelujen kehittäminen,Uusimaa,Lohjan kaupunginkirjasto,Etelä-Suomi,Lohja,hankkeet.kirjastot.fi/node/2235,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnan- tai kaupunginosat	,25000,1
635,925,Pegasoksen parkkipaikka,Tilasuunnittelu,Varsinais-Suomi,Raision kaupunginkirjasto,Lounais-Suomi,Raisio,hankkeet.kirjastot.fi/node/321,2012,"Lapsiperheet, Lapset (alle 13 v.), Sidosryhmät",ELY,suomenkielinen,kunnan- tai kaupunginosat	,4000,1
636,928,Pelaamaan,Laitehankinnat,Pohjois-Pohjanmaa,Pyhännän kunnankirjasto,Pohjois-Suomi,Pyhäntä,hankkeet.kirjastot.fi/node/2297,2014,Nuoret (13-19  v.),ELY,suomenkielinen,kunnan- tai kaupunginosat	,2500,1
637,929,Pelastakaa lukemattomat lapset,Lukemisen edistäminen,Päijät-Häme,Heinolan kaupunginkirjasto,Etelä-Suomi,Heinola,hankkeet.kirjastot.fi/node/1763,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston henkilökunta",ELY,suomenkielinen,seutukunnat	,4500,1
